ID,ClassID,SubclassID,SoundOverrideSubclassID,Material,DisplayInfoID,InventoryType,SheatheType
200000,4,4,-1,6,27226,6,0
200001,4,4,-1,6,44424,5,0
200002,4,0,-1,4,17918,2,0
200003,4,3,-1,5,26987,6,0
200004,4,3,-1,5,6907,8,0
200005,4,4,-1,6,38701,6,0
200006,4,4,-1,6,39620,3,0
200007,4,4,-1,6,56375,10,0
200008,4,4,-1,6,54255,5,0
200009,4,4,-1,6,42360,3,0
200010,4,4,-1,6,18573,10,0
200011,4,4,-1,6,26888,10,0
200012,2,6,-1,0,5638,17,1
200013,4,4,-1,6,44325,3,0
200014,4,3,-1,5,18256,10,0
200015,4,3,-1,5,15327,1,0
200016,4,0,-1,4,12643,11,0
200017,4,4,-1,6,44348,9,0
200018,4,3,-1,5,27112,5,0
200019,4,4,-1,6,26691,7,0
200020,2,8,-1,0,20252,17,1
200021,4,3,-1,5,6842,10,0
200022,4,4,-1,6,16092,7,0
200023,4,4,-1,6,43829,5,0
200024,4,0,-1,4,31576,11,0
200025,4,4,-1,6,56196,8,0
200026,4,0,-1,4,35358,2,0
200027,4,4,-1,6,55300,10,0
200028,4,4,-1,6,28355,5,0
200029,4,4,-1,6,43345,6,0
200030,4,4,-1,6,46044,8,0
200031,2,0,-1,0,29759,13,3
200032,4,3,-1,5,27073,1,0
200033,4,0,-1,4,38560,2,0
200034,4,4,-1,6,51615,7,0
200035,2,5,-1,0,23230,17,1
200036,4,4,-1,6,55696,3,0
200037,4,3,-1,5,7540,10,0
200038,4,4,-1,6,51712,10,0
200039,4,3,-1,5,6847,6,0
200040,4,3,-1,5,9390,10,0
200041,4,1,-1,7,23096,16,0
200042,4,1,-1,7,56190,16,0
200043,4,0,-1,4,51112,12,0
200044,4,4,-1,6,44128,7,0
200045,4,3,-1,5,26932,7,0
200046,4,3,-1,5,35399,8,0
200047,4,4,-1,6,27366,1,0
200048,4,1,-1,7,22996,16,0
200049,4,3,-1,5,13090,5,0
200050,4,3,-1,5,2922,7,0
200051,2,7,-1,0,20120,13,3
200052,4,4,-1,6,54196,7,0
200053,4,0,-1,4,52818,12,0
200054,4,3,-1,5,52166,6,0
200055,4,3,-1,5,9738,7,0
200056,4,0,-1,4,9839,11,0
200057,4,3,-1,5,25793,8,0
200058,4,3,-1,5,27000,10,0
200059,4,3,-1,5,27007,9,0
200060,4,3,-1,5,27001,8,0
200061,4,0,-1,4,28831,11,0
200062,4,4,-1,6,44128,7,0
200063,4,3,-1,5,12944,5,0
200064,4,4,-1,6,44106,8,0
200065,4,3,-1,5,27013,7,0
200066,4,3,-1,5,12944,5,0
200067,4,3,-1,5,6842,10,0
200068,4,1,-1,7,61564,16,0
200069,4,3,-1,5,18382,5,0
200070,4,1,-1,7,28731,16,0
200071,4,0,-1,4,43360,12,0
200072,4,3,-1,5,13508,9,0
200073,4,3,-1,5,28317,7,0
200074,4,4,-1,6,40768,9,0
200075,2,8,-1,0,20038,17,1
200076,4,4,-1,6,54071,9,0
200077,4,3,-1,5,15327,1,0
200078,4,3,-1,5,12935,9,0
200079,4,4,-1,6,27400,8,0
200080,4,4,-1,6,46350,5,0
200081,4,4,-1,6,41231,7,0
200082,4,0,-1,4,224,11,0
200083,4,4,-1,6,54767,5,0
200084,4,1,-1,7,43094,16,0
200085,2,0,-1,0,50064,13,3
200086,4,4,-1,6,54196,7,0
200087,4,1,-1,7,43488,16,0
200088,4,4,-1,6,44873,1,0
200089,4,1,-1,7,15120,16,0
200090,4,3,-1,5,25760,8,0
200091,2,8,-1,0,23264,17,1
200092,4,4,-1,6,28352,10,0
200093,4,3,-1,5,25825,1,0
200094,4,4,-1,6,49764,5,0
200095,4,3,-1,5,3043,7,0
200096,4,3,-1,5,28440,1,0
200097,4,3,-1,5,28596,9,0
200098,4,4,-1,6,32644,6,0
200099,4,0,-1,4,31616,11,0
200100,2,4,-1,0,41873,13,3
200101,4,4,-1,6,51710,9,0
200102,4,3,-1,5,7932,6,0
200103,4,4,-1,6,26360,9,0
200104,4,3,-1,5,34242,8,0
200105,2,8,-1,0,28576,17,1
200106,4,0,-1,4,39126,11,0
200107,4,3,-1,5,25756,10,0
200108,4,0,-1,4,41936,12,0
200109,4,0,-1,4,12643,11,0
200110,4,3,-1,5,28596,9,0
200111,4,0,-1,4,56874,11,0
200112,4,0,-1,4,64207,2,0
200113,2,7,-1,0,20093,13,3
200114,2,6,-1,0,39894,17,1
200115,4,4,-1,6,51932,10,0
200116,4,3,-1,5,31832,20,0
200117,4,4,-1,6,52451,10,0
200118,4,3,-1,5,13053,9,0
200119,4,4,-1,6,53000,6,0
200120,4,4,-1,6,51653,6,0
200121,4,3,-1,5,28290,7,0
200122,2,18,-1,0,22929,26,0
200123,4,4,-1,6,39410,6,0
200124,4,0,-1,4,224,11,0
200125,4,3,-1,5,13279,1,0
200126,4,4,-1,6,44447,6,0
200127,4,4,-1,6,59609,3,0
200128,4,3,-1,5,22677,5,0
200129,4,4,-1,6,19900,7,0
200130,4,1,-1,7,23133,16,0
200131,4,4,-1,6,61394,10,0
200132,4,0,-1,4,52439,11,0
200133,4,0,-1,4,9086,2,0
200134,4,4,-1,6,53000,6,0
200135,4,4,-1,6,52999,7,0
200136,4,0,-1,4,15150,12,0
200137,4,1,-1,7,23048,16,0
200138,2,5,-1,0,5226,17,1
200139,4,0,-1,4,33534,11,0
200140,4,4,-1,6,24393,5,0
200141,4,3,-1,5,25766,9,0
200142,4,4,-1,6,48662,9,0
200143,4,3,-1,5,11447,8,0
200144,4,4,-1,6,55386,9,0
200145,4,3,-1,5,24793,9,0
200146,4,3,-1,5,46447,5,0
200147,4,3,-1,5,27014,3,0
200148,4,3,-1,5,6982,10,0
200149,4,3,-1,5,26987,6,0
200150,4,3,-1,5,25935,3,0
200151,4,3,-1,5,26984,5,0
200152,4,3,-1,5,26961,5,0
200153,4,4,-1,6,40769,5,0
200154,2,5,-1,0,8585,17,1
200155,4,3,-1,5,27079,6,0
200156,2,6,-1,0,5638,17,1
200157,2,7,-1,0,26577,13,3
200158,4,4,-1,6,27901,10,0
200159,4,0,-1,4,3666,11,0
200160,4,4,-1,6,35434,3,0
200161,4,0,-1,4,43105,2,0
200162,4,4,-1,6,54824,5,0
200163,4,4,-1,6,48312,9,0
200164,4,3,-1,5,18274,7,0
200165,4,0,-1,4,32335,12,0
200166,4,4,-1,6,24777,3,0
200167,4,0,-1,4,38127,12,0
200168,4,3,-1,5,3541,7,0
200169,4,4,-1,6,35613,8,0
200170,4,3,-1,5,7563,6,0
200171,4,4,-1,6,62027,1,0
200172,4,3,-1,5,9742,7,0
200173,4,4,-1,6,29000,10,0
200174,4,3,-1,5,6847,6,0
200175,4,4,-1,6,62122,7,0
200176,4,1,-1,7,23141,16,0
200177,4,3,-1,5,27063,5,0
200178,4,4,-1,6,43277,1,0
200179,4,4,-1,6,30675,5,0
200180,4,3,-1,5,12453,7,0
200181,4,4,-1,6,28357,9,0
200182,2,5,-1,0,19617,17,1
200183,2,7,-1,0,20221,13,3
200184,4,0,-1,4,32713,2,0
200185,4,3,-1,5,8639,5,0
200186,4,4,-1,6,41964,10,0
200187,4,0,-1,4,36444,12,0
200188,4,4,-1,6,16092,7,0
200189,2,2,-1,0,20719,15,0
200190,4,1,-1,7,40775,16,0
200191,4,0,-1,4,56103,11,0
200192,2,1,-1,0,51385,17,1
200193,4,4,-1,6,39871,9,0
200194,4,4,-1,6,26889,6,0
200195,4,3,-1,5,27004,5,0
200196,4,3,-1,5,27068,6,0
200197,2,0,-1,0,50068,13,3
200198,2,1,-1,0,29907,17,1
200199,2,8,-1,0,20069,17,1
200200,2,0,-1,0,24119,13,3
200201,4,3,-1,5,28317,7,0
200202,4,3,-1,5,3541,7,0
200203,4,4,-1,6,43272,5,0
200204,4,4,-1,6,27413,7,0
200205,4,4,-1,6,43740,7,0
200206,4,0,-1,4,39877,2,0
200207,4,3,-1,5,25892,10,0
200208,2,1,-1,0,28533,17,1
200209,4,4,-1,6,51131,8,0
200210,4,3,-1,5,27112,5,0
200211,4,4,-1,6,45658,5,0
200212,4,0,-1,4,39129,11,0
200213,2,2,-1,0,57089,15,0
200214,4,4,-1,6,19728,1,0
200215,4,4,-1,6,59703,8,0
200216,4,4,-1,6,56321,9,0
200217,4,1,-1,7,23025,16,0
200218,2,2,-1,0,43834,15,0
200219,4,0,-1,4,51275,11,0
200220,4,0,-1,4,39877,2,0
200221,4,4,-1,6,27407,5,0
