profile_id,encounter,rank,pool_id,item_count,chance,quantity,loot_mode,item_level_min,item_level_max,parent_type,parent_entry
map_33_difficulty_0,boss_000464,0,3100000,2,2.0,1,1,20,20,creature,3914
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,2529
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3849
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3850
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3851
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3853
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3854
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3855
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3857
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3859
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3861
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3862
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3863
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3864
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3866
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3868
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3872
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3873
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3875
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,3877
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,14682
map_33_difficulty_0,trash,0,3100001,87,2.0,1,1,21,26,creature,36296
map_33_difficulty_0,boss_000465,1,3100002,31,2.0,1,1,23,25,creature,3886
map_33_difficulty_0,boss_000466,2,3100003,10,2.0,1,1,25,26,creature,3887
map_33_difficulty_0,boss_000468,4,3100005,14,2.0,1,1,26,26,creature,4279
map_33_difficulty_0,boss_000469,5,3100006,6,2.0,1,1,26,26,creature,4274
map_33_difficulty_0,boss_000470,6,3100007,15,2.0,1,1,26,27,creature,3927
map_34_difficulty_0,boss_000537,0,3110000,2,2.0,1,1,27,27,creature,1666
map_34_difficulty_0,trash,0,3110001,11,2.0,1,1,25,26,creature,1706
map_34_difficulty_0,trash,0,3110001,11,2.0,1,1,25,26,creature,1707
map_34_difficulty_0,trash,0,3110001,11,2.0,1,1,25,26,creature,1708
